Year,Quarter,Location Description,Data Source,Topic Description,Measure Description,Provision Group Description,Provision,Value,Citation,Enacted Date,Effective Date,Comments
2015,4,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2015,3,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2015,2,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2015,1,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2016,4,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2016,3,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2016,2,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2016,1,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2017,4,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2017,3,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2017,2,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2017,1,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2018,4,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2018,3,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2018,2,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
2018,1,Indiana,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IND. CODE ANN. § 35-46-1-10.5(a),1988,1988,
1995,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
1996,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
1997,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
1998,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
1999,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2000,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2001,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2002,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2003,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2004,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2005,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2006,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2006,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2006,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2006,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2007,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2007,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2007,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2007,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2008,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2008,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2008,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2008,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2009,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2009,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2009,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2009,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2010,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2010,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2010,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2010,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2011,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2011,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2011,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2011,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2012,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2012,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2012,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2012,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2013,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2013,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2013,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2013,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2014,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2014,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2014,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2014,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2015,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2015,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2015,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2015,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2016,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2016,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2016,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2016,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2017,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2017,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2017,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2017,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2018,4,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2018,3,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2018,2,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
2018,1,Iowa,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,IOWA CODE § 453A.2(2) ,1991,1991,
1995,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1967,1967,
1996,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
1997,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
1998,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
1999,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2000,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2001,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2002,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2003,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2004,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2005,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2006,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2006,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2006,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2006,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2007,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2007,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2007,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2007,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2008,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2008,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2008,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2008,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2009,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2009,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2009,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2009,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2010,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2010,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2010,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2010,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2011,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2011,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2011,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2011,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2012,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2012,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2012,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2012,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2013,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2013,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2013,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2013,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2014,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2014,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2014,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2014,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2015,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2015,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2015,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2015,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2016,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2016,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2016,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2016,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2017,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2017,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2017,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2017,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2018,4,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2018,3,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2018,2,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
2018,1,Kansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KAN. STAT. ANN. § 79-3321(m),1996,1996,
1995,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1996,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
1997,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
1998,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
1999,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2000,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2001,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2002,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2003,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2004,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2005,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2006,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2006,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2006,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2006,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2007,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2007,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2007,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2007,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2008,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2008,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2008,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2008,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2009,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2009,3,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2009,2,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2009,1,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
2010,4,Kentucky,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,KY. REV. STAT. ANN. §  438.311(1) ,1996,1996,
