Year,Quarter,Location Description,Data Source,Topic Description,Measure Description,Provision Group Description,Provision,Value,Citation,Enacted Date,Effective Date,Comments
2009,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2009,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2009,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2010,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2010,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2010,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2010,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2011,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2011,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2011,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2011,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2012,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2012,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2012,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2012,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2013,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2013,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2013,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2013,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2014,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2014,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2014,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2014,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2015,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2015,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2015,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2015,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2016,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2016,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2016,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2016,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2017,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2017,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2017,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2017,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2018,4,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2018,3,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2018,2,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
2018,1,Rhode Island,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,R.I. GEN. LAWS § 11-9-13 ,1988,1988,
1995,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1996,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1997,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1998,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1999,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2000,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2001,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2002,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2003,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2004,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2005,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2006,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2006,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2006,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2007,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2007,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2007,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2007,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2008,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2008,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2008,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2008,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2009,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2009,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2009,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2009,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2010,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2010,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2010,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2010,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2011,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2011,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2011,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2011,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2012,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2012,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2012,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2012,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2013,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2013,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2013,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2013,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2014,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2014,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2014,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2014,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2015,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2015,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2015,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2015,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2016,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2016,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2016,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2016,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2017,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2017,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2017,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2017,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2018,4,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2018,3,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2018,2,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
2018,1,South Carolina,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.C. CODE ANN. § 16-17-500 (e)(1),2006,2006,
1995,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. §§ 26-10-23 and 34-46-2(2) ,1989,1989,
1996,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. §§ 26-10-23 and 34-46-2(2) ,1989,1989,
1997,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. §§ 26-10-23 and 34-46-2(2) ,1989,1989,
1998,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
1999,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2000,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2001,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2002,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2003,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2004,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2005,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2006,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2006,3,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2006,2,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2006,1,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2007,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2007,3,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2007,2,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2007,1,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2008,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2008,3,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2008,2,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2008,1,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2009,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2009,3,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2009,2,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2009,1,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2010,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2010,3,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2010,2,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2010,1,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2011,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2011,3,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2011,2,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2011,1,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2012,4,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2012,3,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2012,2,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
2012,1,South Dakota,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,S.D. CODIFIED LAWS ANN. § 34-46-2(2) ,1989,1989,
